@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
19334,2543,0,16029,39675,0.287753,1,0.136927,1,0.863073,0.240871,0.318849,3.13628,0
19335,2543,0,16028,39676,0.287735,1,0.136934,1,0.863066,0.240883,0.318832,3.136449,0
19336,2543,0,16027,39677,0.287717,1,0.136941,1,0.863059,0.240894,0.318815,3.136618,0
19337,2543,0,16026,39678,0.287699,1,0.136949,1,0.863051,0.240906,0.318798,3.136787,0
19338,2543,0,16025,39679,0.287681,1,0.136956,1,0.863044,0.240917,0.31878,3.136956,0
19339,2543,0,16024,39680,0.287663,1,0.136963,1,0.863037,0.240928,0.318763,3.137125,0
19340,2543,0,16023,39681,0.287645,1,0.136971,1,0.863029,0.24094,0.318746,3.137294,0
19341,2543,0,16022,39682,0.287627,1,0.136978,1,0.863022,0.240951,0.318729,3.137463,0
19342,2543,0,16021,39683,0.28761,1,0.136986,1,0.863014,0.240963,0.318712,3.137632,0
19343,2543,0,16020,39684,0.287592,1,0.136993,1,0.863007,0.240974,0.318695,3.137801,0
19344,2543,0,16019,39685,0.287574,1,0.137,1,0.863,0.240986,0.318677,3.13797,0
19345,2543,0,16018,39686,0.287556,1,0.137008,1,0.862992,0.240997,0.31866,3.138139,0
19346,2543,0,16017,39687,0.287538,1,0.137015,1,0.862985,0.241008,0.318643,3.138308,0
19347,2543,0,16016,39688,0.28752,1,0.137022,1,0.862978,0.24102,0.318626,3.138477,0
19348,2543,0,16015,39689,0.287502,1,0.13703,1,0.86297,0.241031,0.318609,3.138646,0
19349,2543,0,16014,39690,0.287484,1,0.137037,1,0.862963,0.241043,0.318592,3.138816,0
19350,2543,0,16013,39691,0.287466,1,0.137045,1,0.862955,0.241054,0.318574,3.138985,0
19351,2543,0,16012,39692,0.287448,1,0.137052,1,0.862948,0.241066,0.318557,3.139154,0
19352,2543,0,16011,39693,0.28743,1,0.137059,1,0.862941,0.241077,0.31854,3.139323,0
19353,2543,0,16010,39694,0.287412,1,0.137067,1,0.862933,0.241088,0.318523,3.139492,0
19354,2543,0,16009,39695,0.287394,1,0.137074,1,0.862926,0.2411,0.318506,3.139661,0
19355,2543,0,16008,39696,0.287376,1,0.137082,1,0.862918,0.241111,0.318489,3.139831,0
19356,2543,0,16007,39697,0.287358,1,0.137089,1,0.862911,0.241123,0.318471,3.14,0
19357,2543,0,16006,39698,0.28734,1,0.137096,1,0.862904,0.241134,0.318454,3.140169,0
19358,2543,0,16005,39699,0.287322,1,0.137104,1,0.862896,0.241146,0.318437,3.140339,0
19359,2543,0,16004,39700,0.287304,1,0.137111,1,0.862889,0.241157,0.31842,3.140508,0
19360,2543,0,16003,39701,0.287286,1,0.137119,1,0.862881,0.241168,0.318403,3.140677,0
19361,2543,0,16002,39702,0.287268,1,0.137126,1,0.862874,0.24118,0.318385,3.140847,0
19362,2543,0,16001,39703,0.28725,1,0.137133,1,0.862867,0.241191,0.318368,3.141016,0
19363,2543,0,16000,39704,0.287233,1,0.137141,1,0.862859,0.241203,0.318351,3.141185,0
19364,2543,0,15999,39705,0.287215,1,0.137148,1,0.862852,0.241214,0.318334,3.141355,0
19365,2543,0,15998,39706,0.287197,1,0.137155,1,0.862845,0.241226,0.318317,3.141524,0
19366,2543,0,15997,39707,0.287179,1,0.137163,1,0.862837,0.241237,0.3183,3.141694,0
19367,2543,0,15996,39708,0.287161,1,0.13717,1,0.86283,0.241248,0.318282,3.141863,0
19368,2543,0,15995,39709,0.287143,1,0.137178,1,0.862822,0.24126,0.318265,3.142033,0
19369,2543,0,15994,39710,0.287125,1,0.137185,1,0.862815,0.241271,0.318248,3.142202,0
19370,2543,0,15993,39711,0.287107,1,0.137192,1,0.862808,0.241283,0.318231,3.142372,0
19371,2543,0,15992,39712,0.287089,1,0.1372,1,0.8628,0.241294,0.318214,3.142541,0
19372,2543,0,15991,39713,0.287071,1,0.137207,1,0.862793,0.241306,0.318197,3.142711,0
19373,2543,0,15990,39714,0.287053,1,0.137215,1,0.862785,0.241317,0.318179,3.14288,0
19374,2543,0,15989,39715,0.287035,1,0.137222,1,0.862778,0.241329,0.318162,3.14305,0
19375,2543,0,15988,39716,0.287017,1,0.13723,1,0.86277,0.24134,0.318145,3.143219,0
19376,2543,0,15987,39717,0.286999,1,0.137237,1,0.862763,0.241351,0.318128,3.143389,0
19377,2543,0,15986,39718,0.286981,1,0.137244,1,0.862756,0.241363,0.318111,3.143559,0
19378,2543,0,15985,39719,0.286963,1,0.137252,1,0.862748,0.241374,0.318094,3.143728,0
19379,2543,0,15984,39720,0.286945,1,0.137259,1,0.862741,0.241386,0.318076,3.143898,0
19380,2543,0,15983,39721,0.286927,1,0.137267,1,0.862733,0.241397,0.318059,3.144068,0
19381,2543,0,15982,39722,0.286909,1,0.137274,1,0.862726,0.241409,0.318042,3.144238,0
19382,2543,0,15981,39723,0.286891,1,0.137281,1,0.862719,0.24142,0.318025,3.144407,0
19383,2543,0,15980,39724,0.286873,1,0.137289,1,0.862711,0.241432,0.318008,3.144577,0
19384,2543,0,15979,39725,0.286856,1,0.137296,1,0.862704,0.241443,0.317991,3.144747,0
19385,2543,0,15978,39726,0.286838,1,0.137304,1,0.862696,0.241455,0.317973,3.144917,0
19386,2543,0,15977,39727,0.28682,1,0.137311,1,0.862689,0.241466,0.317956,3.145086,0
19387,2543,0,15976,39728,0.286802,1,0.137318,1,0.862682,0.241478,0.317939,3.145256,0
19388,2543,0,15975,39729,0.286784,1,0.137326,1,0.862674,0.241489,0.317922,3.145426,0
19389,2543,0,15974,39730,0.286766,1,0.137333,1,0.862667,0.2415,0.317905,3.145596,0
19390,2543,0,15973,39731,0.286748,1,0.137341,1,0.862659,0.241512,0.317888,3.145766,0
19391,2543,0,15972,39732,0.28673,1,0.137348,1,0.862652,0.241523,0.31787,3.145936,0
19392,2543,0,15971,39733,0.286712,1,0.137356,1,0.862644,0.241535,0.317853,3.146106,0
19393,2543,0,15970,39734,0.286694,1,0.137363,1,0.862637,0.241546,0.317836,3.146276,0
19394,2543,0,15969,39735,0.286676,1,0.13737,1,0.86263,0.241558,0.317819,3.146446,0
19395,2543,0,15968,39736,0.286658,1,0.137378,1,0.862622,0.241569,0.317802,3.146616,0
19396,2543,0,15967,39737,0.28664,1,0.137385,1,0.862615,0.241581,0.317785,3.146786,0
19397,2543,0,15966,39738,0.286622,1,0.137393,1,0.862607,0.241592,0.317767,3.146956,0
19398,2543,0,15965,39739,0.286604,1,0.1374,1,0.8626,0.241604,0.31775,3.147126,0
19399,2543,0,15964,39740,0.286586,1,0.137407,1,0.862593,0.241615,0.317733,3.147296,0
19400,2543,0,15963,39741,0.286568,1,0.137415,1,0.862585,0.241627,0.317716,3.147466,0
19401,2543,0,15962,39742,0.28655,1,0.137422,1,0.862578,0.241638,0.317699,3.147636,0
19402,2543,0,15961,39743,0.286532,1,0.13743,1,0.86257,0.24165,0.317682,3.147806,0
19403,2543,0,15960,39744,0.286514,1,0.137437,1,0.862563,0.241661,0.317664,3.147976,0
19404,2543,0,15959,39745,0.286496,1,0.137445,1,0.862555,0.241673,0.317647,3.148146,0
19405,2543,0,15958,39746,0.286479,1,0.137452,1,0.862548,0.241684,0.31763,3.148316,0
19406,2543,0,15957,39747,0.286461,1,0.137459,1,0.862541,0.241696,0.317613,3.148486,0
19407,2543,0,15956,39748,0.286443,1,0.137467,1,0.862533,0.241707,0.317596,3.148657,0
19408,2543,0,15955,39749,0.286425,1,0.137474,1,0.862526,0.241719,0.317579,3.148827,0
19409,2543,0,15954,39750,0.286407,1,0.137482,1,0.862518,0.24173,0.317561,3.148997,0
19410,2543,0,15953,39751,0.286389,1,0.137489,1,0.862511,0.241742,0.317544,3.149167,0
19411,2543,0,15952,39752,0.286371,1,0.137497,1,0.862503,0.241753,0.317527,3.149338,0
19412,2543,0,15951,39753,0.286353,1,0.137504,1,0.862496,0.241765,0.31751,3.149508,0
19413,2543,0,15950,39754,0.286335,1,0.137511,1,0.862489,0.241776,0.317493,3.149678,0
19414,2543,0,15949,39755,0.286317,1,0.137519,1,0.862481,0.241787,0.317476,3.149849,0
19415,2543,0,15948,39756,0.286299,1,0.137526,1,0.862474,0.241799,0.317458,3.150019,0
19416,2543,0,15947,39757,0.286281,1,0.137534,1,0.862466,0.24181,0.317441,3.150189,0
19417,2543,0,15946,39758,0.286263,1,0.137541,1,0.862459,0.241822,0.317424,3.15036,0
19418,2543,0,15945,39759,0.286245,1,0.137549,1,0.862451,0.241833,0.317407,3.15053,0
19419,2543,0,15944,39760,0.286227,1,0.137556,1,0.862444,0.241845,0.31739,3.1507,0
19420,2543,0,15943,39761,0.286209,1,0.137564,1,0.862436,0.241856,0.317373,3.150871,0
19421,2543,0,15942,39762,0.286191,1,0.137571,1,0.862429,0.241868,0.317355,3.151041,0
19422,2543,0,15941,39763,0.286173,1,0.137578,1,0.862422,0.241879,0.317338,3.151212,0
19423,2543,0,15940,39764,0.286155,1,0.137586,1,0.862414,0.241891,0.317321,3.151382,0
19424,2543,0,15939,39765,0.286137,1,0.137593,1,0.862407,0.241902,0.317304,3.151553,0
19425,2543,0,15938,39766,0.286119,1,0.137601,1,0.862399,0.241914,0.317287,3.151723,0
19426,2543,0,15937,39767,0.286102,1,0.137608,1,0.862392,0.241926,0.31727,3.151894,0
19427,2543,0,15936,39768,0.286084,1,0.137616,1,0.862384,0.241937,0.317252,3.152065,0
19428,2543,0,15935,39769,0.286066,1,0.137623,1,0.862377,0.241949,0.317235,3.152235,0
19429,2543,0,15934,39770,0.286048,1,0.137631,1,0.862369,0.24196,0.317218,3.152406,0
19430,2543,0,15933,39771,0.28603,1,0.137638,1,0.862362,0.241972,0.317201,3.152576,0
19431,2543,0,15932,39772,0.286012,1,0.137645,1,0.862355,0.241983,0.317184,3.152747,0
19432,2543,0,15931,39773,0.285994,1,0.137653,1,0.862347,0.241995,0.317167,3.152918,0
19433,2543,0,15930,39774,0.285976,1,0.13766,1,0.86234,0.242006,0.317149,3.153088,0
19434,2543,0,15929,39775,0.285958,1,0.137668,1,0.862332,0.242018,0.317132,3.153259,0
19435,2543,0,15928,39776,0.28594,1,0.137675,1,0.862325,0.242029,0.317115,3.15343,0
19436,2543,0,15927,39777,0.285922,1,0.137683,1,0.862317,0.242041,0.317098,3.1536,0
19437,2543,0,15926,39778,0.285904,1,0.13769,1,0.86231,0.242052,0.317081,3.153771,0
19438,2543,0,15925,39779,0.285886,1,0.137698,1,0.862302,0.242064,0.317064,3.153942,0
19439,2543,0,15924,39780,0.285868,1,0.137705,1,0.862295,0.242075,0.317046,3.154113,0
19440,2543,0,15923,39781,0.28585,1,0.137713,1,0.862287,0.242087,0.317029,3.154284,0
19441,2543,0,15922,39782,0.285832,1,0.13772,1,0.86228,0.242098,0.317012,3.154454,0
19442,2543,0,15921,39783,0.285814,1,0.137727,1,0.862273,0.24211,0.316995,3.154625,0
19443,2543,0,15920,39784,0.285796,1,0.137735,1,0.862265,0.242121,0.316978,3.154796,0
19444,2543,0,15919,39785,0.285778,1,0.137742,1,0.862258,0.242133,0.316961,3.154967,0
19445,2543,0,15918,39786,0.28576,1,0.13775,1,0.86225,0.242144,0.316943,3.155138,0
19446,2543,0,15917,39787,0.285742,1,0.137757,1,0.862243,0.242156,0.316926,3.155309,0
19447,2543,0,15916,39788,0.285725,1,0.137765,1,0.862235,0.242167,0.316909,3.15548,0
19448,2543,0,15915,39789,0.285707,1,0.137772,1,0.862228,0.242179,0.316892,3.155651,0
19449,2543,0,15914,39790,0.285689,1,0.13778,1,0.86222,0.24219,0.316875,3.155822,0
19450,2543,0,15913,39791,0.285671,1,0.137787,1,0.862213,0.242202,0.316858,3.155993,0
19451,2543,0,15912,39792,0.285653,1,0.137795,1,0.862205,0.242214,0.31684,3.156164,0
19452,2543,0,15911,39793,0.285635,1,0.137802,1,0.862198,0.242225,0.316823,3.156335,0
19453,2543,0,15910,39794,0.285617,1,0.13781,1,0.86219,0.242237,0.316806,3.156506,0
19454,2543,0,15909,39795,0.285599,1,0.137817,1,0.862183,0.242248,0.316789,3.156677,0
19455,2543,0,15908,39796,0.285581,1,0.137825,1,0.862175,0.24226,0.316772,3.156848,0
19456,2543,0,15907,39797,0.285563,1,0.137832,1,0.862168,0.242271,0.316755,3.157019,0
19457,2543,0,15906,39798,0.285545,1,0.137839,1,0.862161,0.242283,0.316737,3.15719,0
19458,2543,0,15905,39799,0.285527,1,0.137847,1,0.862153,0.242294,0.31672,3.157361,0
19459,2543,0,15904,39800,0.285509,1,0.137854,1,0.862146,0.242306,0.316703,3.157532,0
19460,2543,0,15903,39801,0.285491,1,0.137862,1,0.862138,0.242317,0.316686,3.157704,0
19461,2543,0,15902,39802,0.285473,1,0.137869,1,0.862131,0.242329,0.316669,3.157875,0
19462,2543,0,15901,39803,0.285455,1,0.137877,1,0.862123,0.24234,0.316652,3.158046,0
19463,2543,0,15900,39804,0.285437,1,0.137884,1,0.862116,0.242352,0.316634,3.158217,0
19464,2543,0,15899,39805,0.285419,1,0.137892,1,0.862108,0.242364,0.316617,3.158388,0
19465,2543,0,15898,39806,0.285401,1,0.137899,1,0.862101,0.242375,0.3166,3.15856,0
19466,2543,0,15897,39807,0.285383,1,0.137907,1,0.862093,0.242387,0.316583,3.158731,0
19467,2543,0,15896,39808,0.285366,1,0.137914,1,0.862086,0.242398,0.316566,3.158902,0
19468,2543,0,15895,39809,0.285348,1,0.137922,1,0.862078,0.24241,0.316548,3.159074,0
19469,2543,0,15894,39810,0.28533,1,0.137929,1,0.862071,0.242421,0.316531,3.159245,0
19470,2543,0,15893,39811,0.285312,1,0.137937,1,0.862063,0.242433,0.316514,3.159416,0
19471,2543,0,15892,39812,0.285294,1,0.137944,1,0.862056,0.242444,0.316497,3.159588,0
19472,2543,0,15891,39813,0.285276,1,0.137952,1,0.862048,0.242456,0.31648,3.159759,0
19473,2543,0,15890,39814,0.285258,1,0.137959,1,0.862041,0.242468,0.316463,3.159931,0
19474,2543,0,15889,39815,0.28524,1,0.137967,1,0.862033,0.242479,0.316445,3.160102,0
19475,2543,0,15888,39816,0.285222,1,0.137974,1,0.862026,0.242491,0.316428,3.160273,0
19476,2543,0,15887,39817,0.285204,1,0.137982,1,0.862018,0.242502,0.316411,3.160445,0
19477,2543,0,15886,39818,0.285186,1,0.137989,1,0.862011,0.242514,0.316394,3.160616,0
19478,2543,0,15885,39819,0.285168,1,0.137997,1,0.862003,0.242525,0.316377,3.160788,0
19479,2543,0,15884,39820,0.28515,1,0.138004,1,0.861996,0.242537,0.31636,3.160959,0
19480,2543,0,15883,39821,0.285132,1,0.138012,1,0.861988,0.242549,0.316342,3.161131,0
19481,2543,0,15882,39822,0.285114,1,0.138019,1,0.861981,0.24256,0.316325,3.161303,0
19482,2543,0,15881,39823,0.285096,1,0.138026,1,0.861974,0.242572,0.316308,3.161474,0
19483,2543,0,15880,39824,0.285078,1,0.138034,1,0.861966,0.242583,0.316291,3.161646,0
19484,2543,0,15879,39825,0.28506,1,0.138041,1,0.861959,0.242595,0.316274,3.161817,0
19485,2543,0,15878,39826,0.285042,1,0.138049,1,0.861951,0.242606,0.316257,3.161989,0
19486,2543,0,15877,39827,0.285024,1,0.138056,1,0.861944,0.242618,0.316239,3.162161,0
19487,2543,0,15876,39828,0.285006,1,0.138064,1,0.861936,0.24263,0.316222,3.162332,0
19488,2543,0,15875,39829,0.284989,1,0.138071,1,0.861929,0.242641,0.316205,3.162504,0
19489,2543,0,15874,39830,0.284971,1,0.138079,1,0.861921,0.242653,0.316188,3.162676,0
19490,2543,0,15873,39831,0.284953,1,0.138086,1,0.861914,0.242664,0.316171,3.162848,0
19491,2543,0,15872,39832,0.284935,1,0.138094,1,0.861906,0.242676,0.316154,3.163019,0
19492,2543,0,15871,39833,0.284917,1,0.138101,1,0.861899,0.242687,0.316136,3.163191,0
19493,2543,0,15870,39834,0.284899,1,0.138109,1,0.861891,0.242699,0.316119,3.163363,0
19494,2543,0,15869,39835,0.284881,1,0.138116,1,0.861884,0.242711,0.316102,3.163535,0
19495,2543,0,15868,39836,0.284863,1,0.138124,1,0.861876,0.242722,0.316085,3.163706,0
19496,2543,0,15867,39837,0.284845,1,0.138131,1,0.861869,0.242734,0.316068,3.163878,0
19497,2543,0,15866,39838,0.284827,1,0.138139,1,0.861861,0.242745,0.316051,3.16405,0
19498,2543,0,15865,39839,0.284809,1,0.138146,1,0.861854,0.242757,0.316033,3.164222,0
19499,2543,0,15864,39840,0.284791,1,0.138154,1,0.861846,0.242768,0.316016,3.164394,0
19500,2543,0,15863,39841,0.284773,1,0.138161,1,0.861839,0.24278,0.315999,3.164566,0
19501,2543,0,15862,39842,0.284755,1,0.138169,1,0.861831,0.242792,0.315982,3.164738,0
19502,2543,0,15861,39843,0.284737,1,0.138176,1,0.861824,0.242803,0.315965,3.16491,0
19503,2543,0,15860,39844,0.284719,1,0.138184,1,0.861816,0.242815,0.315948,3.165082,0
19504,2543,0,15859,39845,0.284701,1,0.138192,1,0.861808,0.242826,0.31593,3.165254,0
19505,2543,0,15858,39846,0.284683,1,0.138199,1,0.861801,0.242838,0.315913,3.165426,0
19506,2543,0,15857,39847,0.284665,1,0.138207,1,0.861793,0.24285,0.315896,3.165598,0
19507,2543,0,15856,39848,0.284647,1,0.138214,1,0.861786,0.242861,0.315879,3.16577,0
19508,2543,0,15855,39849,0.284629,1,0.138222,1,0.861778,0.242873,0.315862,3.165942,0
19509,2543,0,15854,39850,0.284612,1,0.138229,1,0.861771,0.242884,0.315845,3.166114,0
19510,2543,0,15853,39851,0.284594,1,0.138237,1,0.861763,0.242896,0.315827,3.166286,0
19511,2543,0,15852,39852,0.284576,1,0.138244,1,0.861756,0.242908,0.31581,3.166458,0
19512,2543,0,15851,39853,0.284558,1,0.138252,1,0.861748,0.242919,0.315793,3.16663,0
19513,2543,0,15850,39854,0.28454,1,0.138259,1,0.861741,0.242931,0.315776,3.166803,0
19514,2543,0,15849,39855,0.284522,1,0.138267,1,0.861733,0.242942,0.315759,3.166975,0
19515,2543,0,15848,39856,0.284504,1,0.138274,1,0.861726,0.242954,0.315742,3.167147,0
19516,2543,0,15847,39857,0.284486,1,0.138282,1,0.861718,0.242966,0.315724,3.167319,0
19517,2543,0,15846,39858,0.284468,1,0.138289,1,0.861711,0.242977,0.315707,3.167491,0
19518,2543,0,15845,39859,0.28445,1,0.138297,1,0.861703,0.242989,0.31569,3.167664,0
19519,2543,0,15844,39860,0.284432,1,0.138304,1,0.861696,0.243,0.315673,3.167836,0
19520,2543,0,15843,39861,0.284414,1,0.138312,1,0.861688,0.243012,0.315656,3.168008,0
19521,2543,0,15842,39862,0.284396,1,0.138319,1,0.861681,0.243024,0.315639,3.168181,0
19522,2543,0,15841,39863,0.284378,1,0.138327,1,0.861673,0.243035,0.315621,3.168353,0
19523,2543,0,15840,39864,0.28436,1,0.138334,1,0.861666,0.243047,0.315604,3.168525,0
19524,2543,0,15839,39865,0.284342,1,0.138342,1,0.861658,0.243059,0.315587,3.168698,0
19525,2543,0,15838,39866,0.284324,1,0.138349,1,0.861651,0.24307,0.31557,3.16887,0
19526,2543,0,15837,39867,0.284306,1,0.138357,1,0.861643,0.243082,0.315553,3.169042,0
19527,2543,0,15836,39868,0.284288,1,0.138364,1,0.861636,0.243093,0.315536,3.169215,0
19528,2543,0,15835,39869,0.28427,1,0.138372,1,0.861628,0.243105,0.315518,3.169387,0
19529,2543,0,15834,39870,0.284252,1,0.138379,1,0.861621,0.243117,0.315501,3.16956,0
19530,2543,0,15833,39871,0.284235,1,0.138387,1,0.861613,0.243128,0.315484,3.169732,0
19531,2543,0,15832,39872,0.284217,1,0.138395,1,0.861605,0.24314,0.315467,3.169905,0
19532,2543,0,15831,39873,0.284199,1,0.138402,1,0.861598,0.243152,0.31545,3.170077,0
19533,2543,0,15830,39874,0.284181,1,0.13841,1,0.86159,0.243163,0.315433,3.17025,0
19534,2543,0,15829,39875,0.284163,1,0.138417,1,0.861583,0.243175,0.315415,3.170422,0
19535,2543,0,15828,39876,0.284145,1,0.138425,1,0.861575,0.243186,0.315398,3.170595,0
19536,2543,0,15827,39877,0.284127,1,0.138432,1,0.861568,0.243198,0.315381,3.170768,0
19537,2543,0,15826,39878,0.284109,1,0.13844,1,0.86156,0.24321,0.315364,3.17094,0
19538,2543,0,15825,39879,0.284091,1,0.138447,1,0.861553,0.243221,0.315347,3.171113,0
19539,2543,0,15824,39880,0.284073,1,0.138455,1,0.861545,0.243233,0.31533,3.171285,0
19540,2543,0,15823,39881,0.284055,1,0.138462,1,0.861538,0.243245,0.315312,3.171458,0
19541,2543,0,15822,39882,0.284037,1,0.13847,1,0.86153,0.243256,0.315295,3.171631,0
19542,2543,0,15821,39883,0.284019,1,0.138477,1,0.861523,0.243268,0.315278,3.171804,0
19543,2543,0,15820,39884,0.284001,1,0.138485,1,0.861515,0.243279,0.315261,3.171976,0
19544,2543,0,15819,39885,0.283983,1,0.138493,1,0.861507,0.243291,0.315244,3.172149,0
19545,2543,0,15818,39886,0.283965,1,0.1385,1,0.8615,0.243303,0.315227,3.172322,0
19546,2543,0,15817,39887,0.283947,1,0.138508,1,0.861492,0.243314,0.315209,3.172495,0
19547,2543,0,15816,39888,0.283929,1,0.138515,1,0.861485,0.243326,0.315192,3.172667,0
19548,2543,0,15815,39889,0.283911,1,0.138523,1,0.861477,0.243338,0.315175,3.17284,0
19549,2543,0,15814,39890,0.283893,1,0.13853,1,0.86147,0.243349,0.315158,3.173013,0
19550,2543,0,15813,39891,0.283875,1,0.138538,1,0.861462,0.243361,0.315141,3.173186,0
19551,2543,0,15812,39892,0.283858,1,0.138545,1,0.861455,0.243373,0.315124,3.173359,0
19552,2543,0,15811,39893,0.28384,1,0.138553,1,0.861447,0.243384,0.315106,3.173532,0
19553,2543,0,15810,39894,0.283822,1,0.13856,1,0.86144,0.243396,0.315089,3.173705,0
19554,2543,0,15809,39895,0.283804,1,0.138568,1,0.861432,0.243408,0.315072,3.173878,0
19555,2543,0,15808,39896,0.283786,1,0.138576,1,0.861424,0.243419,0.315055,3.17405,0
19556,2543,0,15807,39897,0.283768,1,0.138583,1,0.861417,0.243431,0.315038,3.174223,0
19557,2543,0,15806,39898,0.28375,1,0.138591,1,0.861409,0.243442,0.315021,3.174396,0
19558,2543,0,15805,39899,0.283732,1,0.138598,1,0.861402,0.243454,0.315003,3.174569,0
19559,2543,0,15804,39900,0.283714,1,0.138606,1,0.861394,0.243466,0.314986,3.174742,0
19560,2543,0,15803,39901,0.283696,1,0.138613,1,0.861387,0.243477,0.314969,3.174916,0
19561,2543,0,15802,39902,0.283678,1,0.138621,1,0.861379,0.243489,0.314952,3.175089,0
19562,2543,0,15801,39903,0.28366,1,0.138628,1,0.861372,0.243501,0.314935,3.175262,0
19563,2543,0,15800,39904,0.283642,1,0.138636,1,0.861364,0.243512,0.314918,3.175435,0
19564,2543,0,15799,39905,0.283624,1,0.138644,1,0.861356,0.243524,0.3149,3.175608,0
19565,2543,0,15798,39906,0.283606,1,0.138651,1,0.861349,0.243536,0.314883,3.175781,0
19566,2543,0,15797,39907,0.283588,1,0.138659,1,0.861341,0.243547,0.314866,3.175954,0
19567,2543,0,15796,39908,0.28357,1,0.138666,1,0.861334,0.243559,0.314849,3.176127,0
19568,2543,0,15795,39909,0.283552,1,0.138674,1,0.861326,0.243571,0.314832,3.176301,0
19569,2543,0,15794,39910,0.283534,1,0.138681,1,0.861319,0.243582,0.314814,3.176474,0
19570,2543,0,15793,39911,0.283516,1,0.138689,1,0.861311,0.243594,0.314797,3.176647,0
19571,2543,0,15792,39912,0.283498,1,0.138696,1,0.861304,0.243606,0.31478,3.17682,0
19572,2543,0,15791,39913,0.283481,1,0.138704,1,0.861296,0.243617,0.314763,3.176994,0
19573,2543,0,15790,39914,0.283463,1,0.138712,1,0.861288,0.243629,0.314746,3.177167,0
19574,2543,0,15789,39915,0.283445,1,0.138719,1,0.861281,0.243641,0.314729,3.17734,0
19575,2543,0,15788,39916,0.283427,1,0.138727,1,0.861273,0.243652,0.314711,3.177514,0
19576,2543,0,15787,39917,0.283409,1,0.138734,1,0.861266,0.243664,0.314694,3.177687,0
19577,2543,0,15786,39918,0.283391,1,0.138742,1,0.861258,0.243676,0.314677,3.17786,0
19578,2543,0,15785,39919,0.283373,1,0.138749,1,0.861251,0.243687,0.31466,3.178034,0
19579,2543,0,15784,39920,0.283355,1,0.138757,1,0.861243,0.243699,0.314643,3.178207,0
19580,2543,0,15783,39921,0.283337,1,0.138765,1,0.861235,0.243711,0.314626,3.17838,0
19581,2543,0,15782,39922,0.283319,1,0.138772,1,0.861228,0.243722,0.314608,3.178554,0
19582,2543,0,15781,39923,0.283301,1,0.13878,1,0.86122,0.243734,0.314591,3.178727,0
19583,2543,0,15780,39924,0.283283,1,0.138787,1,0.861213,0.243746,0.314574,3.178901,0
19584,2543,0,15779,39925,0.283265,1,0.138795,1,0.861205,0.243757,0.314557,3.179074,0
19585,2543,0,15778,39926,0.283247,1,0.138802,1,0.861198,0.243769,0.31454,3.179248,0
19586,2543,0,15777,39927,0.283229,1,0.13881,1,0.86119,0.243781,0.314523,3.179421,0
19587,2543,0,15776,39928,0.283211,1,0.138818,1,0.861182,0.243793,0.314505,3.179595,0
19588,2543,0,15775,39929,0.283193,1,0.138825,1,0.861175,0.243804,0.314488,3.179769,0
19589,2543,0,15774,39930,0.283175,1,0.138833,1,0.861167,0.243816,0.314471,3.179942,0
19590,2543,0,15773,39931,0.283157,1,0.13884,1,0.86116,0.243828,0.314454,3.180116,0
19591,2543,0,15772,39932,0.283139,1,0.138848,1,0.861152,0.243839,0.314437,3.180289,0
19592,2543,0,15771,39933,0.283121,1,0.138856,1,0.861144,0.243851,0.31442,3.180463,0
19593,2543,0,15770,39934,0.283104,1,0.138863,1,0.861137,0.243863,0.314402,3.180637,0
19594,2543,0,15769,39935,0.283086,1,0.138871,1,0.861129,0.243874,0.314385,3.18081,0
19595,2543,0,15768,39936,0.283068,1,0.138878,1,0.861122,0.243886,0.314368,3.180984,0
19596,2543,0,15767,39937,0.28305,1,0.138886,1,0.861114,0.243898,0.314351,3.181158,0
19597,2543,0,15766,39938,0.283032,1,0.138893,1,0.861107,0.243909,0.314334,3.181332,0
19598,2543,0,15765,39939,0.283014,1,0.138901,1,0.861099,0.243921,0.314317,3.181505,0
19599,2543,0,15764,39940,0.282996,1,0.138909,1,0.861091,0.243933,0.314299,3.181679,0
19600,2543,0,15763,39941,0.282978,1,0.138916,1,0.861084,0.243945,0.314282,3.181853,0
19601,2543,0,15762,39942,0.28296,1,0.138924,1,0.861076,0.243956,0.314265,3.182027,0
19602,2543,0,15761,39943,0.282942,1,0.138931,1,0.861069,0.243968,0.314248,3.182201,0
19603,2543,0,15760,39944,0.282924,1,0.138939,1,0.861061,0.24398,0.314231,3.182374,0
19604,2543,0,15759,39945,0.282906,1,0.138947,1,0.861053,0.243991,0.314214,3.182548,0
19605,2543,0,15758,39946,0.282888,1,0.138954,1,0.861046,0.244003,0.314196,3.182722,0
19606,2543,0,15757,39947,0.28287,1,0.138962,1,0.861038,0.244015,0.314179,3.182896,0
19607,2543,0,15756,39948,0.282852,1,0.138969,1,0.861031,0.244026,0.314162,3.18307,0
19608,2543,0,15755,39949,0.282834,1,0.138977,1,0.861023,0.244038,0.314145,3.183244,0
